subid,list
150219-03-sc,1
150219-03-sc,1
150219-03-sc,1
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-04-sc,2
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,1
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-05-sc,2
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
150219-06-sc,1
f,1
f,1
f,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404111,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
404112,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
Gs0529091,1
1,1
1,1
1,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-01-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-02-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-03-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-04-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-05-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150420-06-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-01-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-02-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
150424-03-sc,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
f,1
s,1
s,1
s,1
s,1
s,1
s,1
s,1
s,1
s,1
s,1
s,1
150513-01-sc,1
150513-01-sc,1
150513-01-sc,1
150513-02-sc,1
150513-02-sc,1
150513-02-sc,1
150513-02-sc,1
150513-02-sc,1
150513-02-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150518-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-01-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-02-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
150520-03-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
052715-01-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-02-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-03-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
150527-04-sc,1
test,2
test,2
test,2
test,2
test,2
test,2
test,1
test,1
test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_01,2
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_02,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160309_03,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_01,1
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_02,2
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_03,1
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160310_04,2
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_1,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_01,1
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160313_04,2
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_01,1
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160315_02,2
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_01,1
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_2,2
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_03,1
160316_04,2
160316_04,2
160316_04,2
160316_04,2
160316_04,2
160316_04,2
160316_04,2
160316_04,2
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160318_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_01,1
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_02,2
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_03,1
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160320_04,2
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160322_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_01,1
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_02,2
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160323_03,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_01,1
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160325_02,2
160327_01,1
160327_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160328_01,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_1,1
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160330_02,2
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331-01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_01,1
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160331_02,2
160402_01,1
160402_01,1
160402_01,1
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_02,2
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160402_03,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_01,1
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_02,2
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_03,1
160406_04,2
160406_04,2
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
160426-01 test,2
160426-01 test,2
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
042516-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-01,1
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
160511-02,2
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
161105-03,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
160511-04,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-01,1
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-02,2
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
18-05-16-03,1
test,1
erica_test,2
erica_test,2
erica_test,2
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test1,1
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180124_test2,2
180125_1,1
180125_1,1
180125_1c,2
180125_1c,2
180125_1c,2
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_test2,1
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_2,2
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_3,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_4,1
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180125_5,2
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,1
180126_1,2
180126_1,2
180126_1,2
180126_1,2
180126_1,2
180126_1,2
180126_1,2
180126_1,2
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_3,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
180126_4,1
Test,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_1,1
180201_2,2
180201_2second,2
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
Test,1
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180206_1,2
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_2,1
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180207_3,2
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_2,1
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_3,2
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_4,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180208_5,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_1,1
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_2,2
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_3,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_4,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_5,1
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
180209_6,2
