"subid","age_group","age","sex","english","site","trial_type","trial_num","item_num","correct","rt"
"150424-03-sc",4,4.68,"M",6,"bing","control_single",18,"2vs2","Y",13404
"150513-01-sc",2,2.76,"F",6,"bing","practice",1,NA,"Y",2956
"150513-01-sc",2,2.76,"F",6,"bing","practice",2,NA,"Y",1469
"150513-01-sc",2,2.76,"F",6,"bing","control_single",3,"2vs2","Y",1806
"150513-02-sc",3,3.29,"F",6,"bing","practice",1,NA,"Y",2357
"150513-02-sc",3,3.29,"F",6,"bing","practice",2,NA,"Y",1960
"150513-02-sc",3,3.29,"F",6,"bing","control_single",3,"2vs2","Y",2256
"150513-02-sc",3,3.29,"F",6,"bing","inference",4,"3vs1","Y",4062
"150513-02-sc",3,3.29,"F",6,"bing","control_double",5,"3vs1","Y",26645
"150513-02-sc",3,3.29,"F",6,"bing","control_single",6,"1vs1","Y",1798
"150518-01-sc",2,2.79,"M",6,"bing","practice",1,NA,"Y",12010
"150518-01-sc",2,2.79,"M",6,"bing","practice",2,NA,"Y",28122
"150518-01-sc",2,2.79,"M",6,"bing","control_single",3,"2vs2","Y",3085
"150518-01-sc",2,2.79,"M",6,"bing","inference",4,"3vs1","N",1566
"150518-01-sc",2,2.79,"M",6,"bing","control_double",5,"3vs1","Y",8932
"150518-01-sc",2,2.79,"M",6,"bing","control_single",6,"1vs1","N",5387
"150518-01-sc",2,2.79,"M",6,"bing","inference",7,"3vs1","Y",5064
"150518-01-sc",2,2.79,"M",6,"bing","control_single",8,"1vs1","Y",3884
"150518-01-sc",2,2.79,"M",6,"bing","control_single",9,"2vs2","N",2928
"150518-01-sc",2,2.79,"M",6,"bing","control_double",10,"2vs1","N",6709
"150518-01-sc",2,2.79,"M",6,"bing","control_double",11,"3vs1","N",3419
"150518-01-sc",2,2.79,"M",6,"bing","control_single",12,"1vs1","N",3813
"150518-01-sc",2,2.79,"M",6,"bing","control_single",13,"2vs2","Y",4762
"150518-01-sc",2,2.79,"M",6,"bing","inference",14,"2vs1","Y",11541
"150518-01-sc",2,2.79,"M",6,"bing","control_single",15,"1vs1","N",12075
"150518-01-sc",2,2.79,"M",6,"bing","control_double",16,"2vs1","Y",6329
"150518-01-sc",2,2.79,"M",6,"bing","inference",17,"2vs1","Y",24780
"150518-01-sc",2,2.79,"M",6,"bing","control_single",18,"2vs2","N",30747
"150520-01-sc",3,3.27,"F",6,"bing","practice",1,NA,"Y",6720
"150520-01-sc",3,3.27,"F",6,"bing","practice",2,NA,"Y",1816
"150520-01-sc",3,3.27,"F",6,"bing","control_single",3,"2vs2","Y",2318
"150520-01-sc",3,3.27,"F",6,"bing","inference",4,"3vs1","Y",1821
"150520-01-sc",3,3.27,"F",6,"bing","control_double",5,"3vs1","Y",2320
"150520-01-sc",3,3.27,"F",6,"bing","control_single",6,"1vs1","Y",1919
"150520-01-sc",3,3.27,"F",6,"bing","inference",7,"3vs1","Y",4447
"150520-01-sc",3,3.27,"F",6,"bing","control_single",8,"1vs1","Y",2740
"150520-01-sc",3,3.27,"F",6,"bing","control_single",9,"2vs2","Y",1993
"150520-01-sc",3,3.27,"F",6,"bing","control_double",10,"2vs1","Y",2602
"150520-01-sc",3,3.27,"F",6,"bing","control_double",11,"3vs1","N",10670
"150520-01-sc",3,3.27,"F",6,"bing","control_single",12,"1vs1","Y",2020
"150520-01-sc",3,3.27,"F",6,"bing","control_single",13,"2vs2","Y",1488
"150520-01-sc",3,3.27,"F",6,"bing","inference",14,"2vs1","Y",4606
"150520-01-sc",3,3.27,"F",6,"bing","control_single",15,"1vs1","Y",5888
"150520-02-sc",3,3.35,"M",6,"bing","practice",1,NA,"N",16206
"150520-02-sc",3,3.35,"M",6,"bing","practice",2,NA,"Y",3816
"150520-02-sc",3,3.35,"M",6,"bing","control_single",3,"2vs2","Y",6616
"150520-02-sc",3,3.35,"M",6,"bing","inference",4,"3vs1","Y",3608
"150520-02-sc",3,3.35,"M",6,"bing","control_double",5,"3vs1","Y",3880
"150520-02-sc",3,3.35,"M",6,"bing","control_single",6,"1vs1","N",2348
"150520-02-sc",3,3.35,"M",6,"bing","inference",7,"3vs1","N",4029
"150520-02-sc",3,3.35,"M",6,"bing","control_single",8,"1vs1","Y",4628
"150520-02-sc",3,3.35,"M",6,"bing","control_single",9,"2vs2","N",2775
"150520-02-sc",3,3.35,"M",6,"bing","control_double",10,"2vs1","N",2141
"150520-02-sc",3,3.35,"M",6,"bing","control_double",11,"3vs1","N",3475
"150520-02-sc",3,3.35,"M",6,"bing","control_single",12,"1vs1","Y",2526
"150520-02-sc",3,3.35,"M",6,"bing","control_single",13,"2vs2","Y",2692
"150520-02-sc",3,3.35,"M",6,"bing","inference",14,"2vs1","Y",2702
"150520-02-sc",3,3.35,"M",6,"bing","control_single",15,"1vs1","N",3042
"150520-02-sc",3,3.35,"M",6,"bing","control_double",16,"2vs1","N",2466
"150520-02-sc",3,3.35,"M",6,"bing","inference",17,"2vs1","N",12275
"150520-02-sc",3,3.35,"M",6,"bing","control_single",18,"2vs2","N",5691
"150520-03-sc",3,3.44,"M",6,"bing","practice",1,NA,"Y",2704
"150520-03-sc",3,3.44,"M",6,"bing","practice",2,NA,"Y",2107
"150520-03-sc",3,3.44,"M",6,"bing","control_single",3,"2vs2","Y",2250
"150520-03-sc",3,3.44,"M",6,"bing","inference",4,"3vs1","N",2413
"150520-03-sc",3,3.44,"M",6,"bing","control_double",5,"3vs1","Y",4439
"150520-03-sc",3,3.44,"M",6,"bing","control_single",6,"1vs1","Y",2435
"150520-03-sc",3,3.44,"M",6,"bing","inference",7,"3vs1","N",2377
"150520-03-sc",3,3.44,"M",6,"bing","control_single",8,"1vs1","Y",2020
"150520-03-sc",3,3.44,"M",6,"bing","control_single",9,"2vs2","Y",3256
"150520-03-sc",3,3.44,"M",6,"bing","control_double",10,"2vs1","Y",2286
"150520-03-sc",3,3.44,"M",6,"bing","control_double",11,"3vs1","Y",3261
"150520-03-sc",3,3.44,"M",6,"bing","control_single",12,"1vs1","Y",1460
"150520-03-sc",3,3.44,"M",6,"bing","control_single",13,"2vs2","Y",5710
"150520-03-sc",3,3.44,"M",6,"bing","inference",14,"2vs1","Y",3538
"150520-03-sc",3,3.44,"M",6,"bing","control_single",15,"1vs1","Y",2201
"150520-03-sc",3,3.44,"M",6,"bing","control_double",16,"2vs1","Y",2513
"150520-03-sc",3,3.44,"M",6,"bing","inference",17,"2vs1","Y",2656
"150520-03-sc",3,3.44,"M",6,"bing","control_single",18,"2vs2","Y",1749
"150527-01-sc",2,2.89,"F",6,"bing","practice",1,NA,"Y",3181
"150527-01-sc",2,2.89,"F",6,"bing","practice",2,NA,"Y",3372
"150527-01-sc",2,2.89,"F",6,"bing","control_single",3,"2vs2","N",1134
"150527-01-sc",2,2.89,"F",6,"bing","inference",4,"3vs1","N",2378
"150527-01-sc",2,2.89,"F",6,"bing","control_double",5,"3vs1","Y",2053
"150527-01-sc",2,2.89,"F",6,"bing","control_single",6,"1vs1","Y",1246
"150527-01-sc",2,2.89,"F",6,"bing","inference",7,"3vs1","Y",5668
"150527-01-sc",2,2.89,"F",6,"bing","control_single",8,"1vs1","Y",2506
"150527-01-sc",2,2.89,"F",6,"bing","control_single",9,"2vs2","N",1875
"150527-01-sc",2,2.89,"F",6,"bing","control_double",10,"2vs1","Y",3412
"150527-01-sc",2,2.89,"F",6,"bing","control_double",11,"3vs1","N",3065
"150527-01-sc",2,2.89,"F",6,"bing","control_single",12,"1vs1","N",5528
"150527-01-sc",2,2.89,"F",6,"bing","control_single",13,"2vs2","N",1913
"150527-01-sc",2,2.89,"F",6,"bing","inference",14,"2vs1","Y",1613
"150527-01-sc",2,2.89,"F",6,"bing","control_single",15,"1vs1","N",925
"150527-01-sc",2,2.89,"F",6,"bing","control_double",16,"2vs1","N",7306
"150527-01-sc",2,2.89,"F",6,"bing","inference",17,"2vs1","Y",1694
"150527-01-sc",2,2.89,"F",6,"bing","control_single",18,"2vs2","N",15006
"150527-02-sc",3,3.39,"F",6,"bing","practice",1,NA,"Y",2046
"150527-02-sc",3,3.39,"F",6,"bing","practice",2,NA,"Y",5632
"150527-02-sc",3,3.39,"F",6,"bing","control_single",3,"2vs2","Y",5454
"150527-02-sc",3,3.39,"F",6,"bing","inference",4,"3vs1","N",10231
"150527-02-sc",3,3.39,"F",6,"bing","control_double",5,"3vs1","Y",6474
"150527-02-sc",3,3.39,"F",6,"bing","control_single",6,"1vs1","N",10785
"150527-02-sc",3,3.39,"F",6,"bing","inference",7,"3vs1","N",7448
"150527-02-sc",3,3.39,"F",6,"bing","control_single",8,"1vs1","Y",5440
"150527-02-sc",3,3.39,"F",6,"bing","control_single",9,"2vs2","N",5434
"150527-02-sc",3,3.39,"F",6,"bing","control_double",10,"2vs1","Y",3107
"150527-02-sc",3,3.39,"F",6,"bing","control_double",11,"3vs1","N",910
"150527-02-sc",3,3.39,"F",6,"bing","control_single",12,"1vs1","Y",1870
"150527-02-sc",3,3.39,"F",6,"bing","control_single",13,"2vs2","Y",2600
"150527-02-sc",3,3.39,"F",6,"bing","inference",14,"2vs1","Y",2721
"150527-02-sc",3,3.39,"F",6,"bing","control_single",15,"1vs1","N",2503
"150527-02-sc",3,3.39,"F",6,"bing","control_double",16,"2vs1","Y",614
"150527-02-sc",3,3.39,"F",6,"bing","inference",17,"2vs1","Y",8139
"150527-02-sc",3,3.39,"F",6,"bing","control_single",18,"2vs2","Y",4345
"150527-03-sc",3,3.41,"F",6,"bing","practice",1,NA,"Y",2878
"150527-03-sc",3,3.41,"F",6,"bing","practice",2,NA,"Y",6203
"150527-03-sc",3,3.41,"F",6,"bing","control_single",3,"2vs2","Y",1737
"150527-03-sc",3,3.41,"F",6,"bing","inference",4,"3vs1","Y",3736
"150527-03-sc",3,3.41,"F",6,"bing","control_double",5,"3vs1","Y",4210
"150527-03-sc",3,3.41,"F",6,"bing","control_single",6,"1vs1","Y",2037
"150527-03-sc",3,3.41,"F",6,"bing","inference",7,"3vs1","N",3504
"150527-03-sc",3,3.41,"F",6,"bing","control_single",8,"1vs1","Y",1944
"150527-03-sc",3,3.41,"F",6,"bing","control_single",9,"2vs2","Y",2238
"150527-03-sc",3,3.41,"F",6,"bing","control_double",10,"2vs1","Y",2130
"150527-03-sc",3,3.41,"F",6,"bing","control_double",11,"3vs1","Y",1906
"150527-03-sc",3,3.41,"F",6,"bing","control_single",12,"1vs1","Y",2119
"150527-03-sc",3,3.41,"F",6,"bing","control_single",13,"2vs2","Y",3010
"150527-03-sc",3,3.41,"F",6,"bing","inference",14,"2vs1","Y",2551
"150527-03-sc",3,3.41,"F",6,"bing","control_single",15,"1vs1","Y",2012
"150527-03-sc",3,3.41,"F",6,"bing","control_double",16,"2vs1","Y",2944
"150527-03-sc",3,3.41,"F",6,"bing","inference",17,"2vs1","Y",1843
"150527-03-sc",3,3.41,"F",6,"bing","control_single",18,"2vs2","Y",2751
"150527-04-sc",3,3.34,"F",6,"bing","practice",1,NA,"Y",4235
"150527-04-sc",3,3.34,"F",6,"bing","practice",2,NA,"Y",1804
"150527-04-sc",3,3.34,"F",6,"bing","control_single",3,"2vs2","Y",2026
"150527-04-sc",3,3.34,"F",6,"bing","inference",4,"3vs1","Y",2347
"150527-04-sc",3,3.34,"F",6,"bing","control_double",5,"3vs1","Y",1961
"150527-04-sc",3,3.34,"F",6,"bing","control_single",6,"1vs1","Y",1814
"150527-04-sc",3,3.34,"F",6,"bing","inference",7,"3vs1","Y",2095
"150527-04-sc",3,3.34,"F",6,"bing","control_single",8,"1vs1","Y",1605
"150527-04-sc",3,3.34,"F",6,"bing","control_single",9,"2vs2","Y",1920
"150527-04-sc",3,3.34,"F",6,"bing","control_double",10,"2vs1","Y",2077
"150527-04-sc",3,3.34,"F",6,"bing","control_double",11,"3vs1","Y",2068
"150527-04-sc",3,3.34,"F",6,"bing","control_single",12,"1vs1","Y",1575
"150527-04-sc",3,3.34,"F",6,"bing","control_single",13,"2vs2","Y",1730
"150527-04-sc",3,3.34,"F",6,"bing","inference",14,"2vs1","Y",2197
"150527-04-sc",3,3.34,"F",6,"bing","control_single",15,"1vs1","Y",1548
"150527-04-sc",3,3.34,"F",6,"bing","control_double",16,"2vs1","Y",1606
"150527-04-sc",3,3.34,"F",6,"bing","inference",17,"2vs1","Y",1433
"150527-04-sc",3,3.34,"F",6,"bing","control_single",18,"2vs2","Y",1514
"160310_02",3,3.21,"M",5,"cdm","practice",1,NA,"Y",6367
"160310_02",3,3.21,"M",5,"cdm","practice",2,NA,"Y",2492
"160310_02",3,3.21,"M",5,"cdm","control_single",3,"2vs2","Y",2705
"160310_02",3,3.21,"M",5,"cdm","inference",4,"2vs1","Y",2428
"160310_02",3,3.21,"M",5,"cdm","control_double",5,"3vs1","Y",2052
"160310_02",3,3.21,"M",5,"cdm","control_single",6,"2vs2","Y",2232
"160310_02",3,3.21,"M",5,"cdm","inference",7,"2vs1","N",2215
"160310_02",3,3.21,"M",5,"cdm","control_single",8,"2vs2","Y",1859
"160310_02",3,3.21,"M",5,"cdm","control_single",9,"2vs2","Y",1898
"160310_02",3,3.21,"M",5,"cdm","control_double",10,"2vs1","Y",12226
"160310_02",3,3.21,"M",5,"cdm","control_double",11,"3vs1","Y",4787
"160310_02",3,3.21,"M",5,"cdm","control_single",12,"1vs1","Y",2305
"160310_02",3,3.21,"M",5,"cdm","control_single",13,"1vs1","Y",20837
"160310_02",3,3.21,"M",5,"cdm","inference",14,"3vs1","Y",2660
"160310_02",3,3.21,"M",5,"cdm","control_single",15,"1vs1","Y",3710
"160310_02",3,3.21,"M",5,"cdm","control_double",16,"2vs1","Y",6380
"160310_02",3,3.21,"M",5,"cdm","inference",17,"3vs1","N",3300
"160310_02",3,3.21,"M",5,"cdm","control_single",18,"1vs1","Y",3401
"160310_03",5,5.38,"F",2,"cdm","practice",1,NA,"Y",2756
"160310_03",5,5.38,"F",2,"cdm","practice",2,NA,"Y",2152
"160310_03",5,5.38,"F",2,"cdm","control_single",3,"2vs2","Y",1891
"160310_03",5,5.38,"F",2,"cdm","inference",4,"3vs1","N",2186
"160310_03",5,5.38,"F",2,"cdm","control_double",5,"3vs1","Y",5744
"160310_03",5,5.38,"F",2,"cdm","control_single",6,"1vs1","Y",2135
"160310_03",5,5.38,"F",2,"cdm","inference",7,"3vs1","N",3494
"160310_03",5,5.38,"F",2,"cdm","control_single",8,"1vs1","Y",2715
"160310_03",5,5.38,"F",2,"cdm","control_single",9,"2vs2","Y",3763
"160310_03",5,5.38,"F",2,"cdm","control_double",10,"2vs1","Y",3501
"160310_03",5,5.38,"F",2,"cdm","control_double",11,"3vs1","Y",3165
"160310_03",5,5.38,"F",2,"cdm","control_single",12,"1vs1","Y",3346
"160310_03",5,5.38,"F",2,"cdm","control_single",13,"2vs2","Y",2606
"160310_03",5,5.38,"F",2,"cdm","inference",14,"2vs1","Y",2341
"160310_03",5,5.38,"F",2,"cdm","control_single",15,"1vs1","Y",2141
"160310_03",5,5.38,"F",2,"cdm","control_double",16,"2vs1","Y",2743
"160310_03",5,5.38,"F",2,"cdm","inference",17,"2vs1","N",3179
"160310_03",5,5.38,"F",2,"cdm","control_single",18,"2vs2","Y",2840
"160310_04",5,5.3,"F",6,"cdm","practice",1,NA,"Y",2930
"160310_04",5,5.3,"F",6,"cdm","practice",2,NA,"Y",1575
"160310_04",5,5.3,"F",6,"cdm","control_single",3,"2vs2","Y",2049
"160310_04",5,5.3,"F",6,"cdm","inference",4,"2vs1","Y",4645
"160310_04",5,5.3,"F",6,"cdm","control_double",5,"3vs1","Y",2209
"160310_04",5,5.3,"F",6,"cdm","control_single",6,"2vs2","Y",1918
"160310_04",5,5.3,"F",6,"cdm","inference",7,"2vs1","Y",2606
"160310_04",5,5.3,"F",6,"cdm","control_single",8,"2vs2","Y",1746
"160310_04",5,5.3,"F",6,"cdm","control_single",9,"2vs2","Y",2391
"160310_04",5,5.3,"F",6,"cdm","control_double",10,"2vs1","Y",2562
"160310_04",5,5.3,"F",6,"cdm","control_double",11,"3vs1","Y",1979
"160310_04",5,5.3,"F",6,"cdm","control_single",12,"1vs1","Y",1907
"160310_04",5,5.3,"F",6,"cdm","control_single",13,"1vs1","Y",1705
"160310_04",5,5.3,"F",6,"cdm","inference",14,"3vs1","Y",4292
"160310_04",5,5.3,"F",6,"cdm","control_single",15,"1vs1","Y",1922
"160310_04",5,5.3,"F",6,"cdm","control_double",16,"2vs1","Y",1597
"160310_04",5,5.3,"F",6,"cdm","inference",17,"3vs1","Y",1686
"160310_04",5,5.3,"F",6,"cdm","control_single",18,"1vs1","Y",1219
"160313_1",NA,NA,NA,NA,NA,"practice",1,NA,"Y",4281
"160313_1",NA,NA,NA,NA,NA,"practice",2,NA,"Y",2429
"160313_1",NA,NA,NA,NA,NA,"control_single",3,"2vs2","Y",1890
"160313_1",NA,NA,NA,NA,NA,"inference",4,"3vs1","Y",2131
"160313_1",NA,NA,NA,NA,NA,"control_double",5,"3vs1","Y",3497
"160313_1",NA,NA,NA,NA,NA,"control_single",6,"1vs1","Y",1609
"160313_1",NA,NA,NA,NA,NA,"inference",7,"3vs1","N",4035
"160313_1",NA,NA,NA,NA,NA,"control_single",8,"1vs1","Y",1638
"160313_1",NA,NA,NA,NA,NA,"control_single",9,"2vs2","Y",2909
"160313_1",NA,NA,NA,NA,NA,"control_double",10,"2vs1","Y",2868
"160313_1",NA,NA,NA,NA,NA,"control_double",11,"3vs1","Y",3273
"160313_1",NA,NA,NA,NA,NA,"control_single",12,"1vs1","Y",1710
"160313_1",NA,NA,NA,NA,NA,"control_single",13,"2vs2","Y",2270
"160313_1",NA,NA,NA,NA,NA,"inference",14,"2vs1","Y",2443
"160313_1",NA,NA,NA,NA,NA,"control_single",15,"1vs1","Y",1428
"160313_1",NA,NA,NA,NA,NA,"control_double",16,"2vs1","Y",1173
"160313_1",NA,NA,NA,NA,NA,"inference",17,"2vs1","N",1742
"160313_1",NA,NA,NA,NA,NA,"control_single",18,"2vs2","Y",1716
"160313_01",2,2.95,"F",6,"cdm","practice",1,NA,"N",5687
"160313_01",2,2.95,"F",6,"cdm","practice",2,NA,"Y",2812
"160313_01",2,2.95,"F",6,"cdm","control_single",3,"2vs2","Y",3017
"160313_01",2,2.95,"F",6,"cdm","inference",4,"3vs1","N",317
"160313_01",2,2.95,"F",6,"cdm","control_double",5,"3vs1","Y",3933
"160313_01",2,2.95,"F",6,"cdm","control_single",6,"1vs1","Y",2191
"160313_01",2,2.95,"F",6,"cdm","inference",7,"3vs1","N",3370
"160313_01",2,2.95,"F",6,"cdm","control_single",8,"1vs1","Y",423
"160313_01",2,2.95,"F",6,"cdm","control_single",9,"2vs2","Y",4399
"160313_01",2,2.95,"F",6,"cdm","control_double",10,"2vs1","Y",3371
"160313_01",2,2.95,"F",6,"cdm","control_double",11,"3vs1","Y",2166
"160313_01",2,2.95,"F",6,"cdm","control_single",12,"1vs1","Y",2759
"160313_01",2,2.95,"F",6,"cdm","control_single",13,"2vs2","Y",2240
"160313_01",2,2.95,"F",6,"cdm","inference",14,"2vs1","Y",1628
"160313_01",2,2.95,"F",6,"cdm","control_single",15,"1vs1","Y",2266
"160313_01",2,2.95,"F",6,"cdm","control_double",16,"2vs1","Y",2205
"160313_01",2,2.95,"F",6,"cdm","inference",17,"2vs1","Y",2881
"160313_01",2,2.95,"F",6,"cdm","control_single",18,"2vs2","Y",3037
"160313_04",5,5.06,"F",6,"cdm","practice",1,NA,"Y",3152
"160313_04",5,5.06,"F",6,"cdm","practice",2,NA,"Y",1330
"160313_04",5,5.06,"F",6,"cdm","control_single",3,"2vs2","Y",1501
"160313_04",5,5.06,"F",6,"cdm","inference",4,"2vs1","Y",2357
"160313_04",5,5.06,"F",6,"cdm","control_double",5,"3vs1","Y",2433
"160313_04",5,5.06,"F",6,"cdm","control_single",6,"2vs2","Y",1947
"160313_04",5,5.06,"F",6,"cdm","inference",7,"2vs1","Y",1158
"160313_04",5,5.06,"F",6,"cdm","control_single",8,"2vs2","Y",10606
"160313_04",5,5.06,"F",6,"cdm","control_single",9,"2vs2","Y",1414
"160313_04",5,5.06,"F",6,"cdm","control_double",10,"2vs1","Y",1362
"160313_04",5,5.06,"F",6,"cdm","control_double",11,"3vs1","Y",2765
"160313_04",5,5.06,"F",6,"cdm","control_single",12,"1vs1","Y",954
"160313_04",5,5.06,"F",6,"cdm","control_single",13,"1vs1","Y",920
"160313_04",5,5.06,"F",6,"cdm","inference",14,"3vs1","Y",1365
"160313_04",5,5.06,"F",6,"cdm","control_single",15,"1vs1","Y",1586
"160313_04",5,5.06,"F",6,"cdm","control_double",16,"2vs1","Y",1312
"160313_04",5,5.06,"F",6,"cdm","inference",17,"3vs1","Y",1759
"160313_04",5,5.06,"F",6,"cdm","control_single",18,"1vs1","Y",1195
"160315_01",5,5.84,"M",4,"cdm","practice",1,NA,"Y",3160
"160315_01",5,5.84,"M",4,"cdm","practice",2,NA,"Y",1449
"160315_01",5,5.84,"M",4,"cdm","control_single",3,"2vs2","Y",1262
"160315_01",5,5.84,"M",4,"cdm","inference",4,"3vs1","Y",1284
"160315_01",5,5.84,"M",4,"cdm","control_double",5,"3vs1","Y",2042
"160315_01",5,5.84,"M",4,"cdm","control_single",6,"1vs1","Y",1080
"160315_01",5,5.84,"M",4,"cdm","inference",7,"3vs1","Y",1220
"160315_01",5,5.84,"M",4,"cdm","control_single",8,"1vs1","Y",1291
"160315_01",5,5.84,"M",4,"cdm","control_single",9,"2vs2","Y",1791
"160315_01",5,5.84,"M",4,"cdm","control_double",10,"2vs1","Y",1489
"160315_01",5,5.84,"M",4,"cdm","control_double",11,"3vs1","Y",1065
"160315_01",5,5.84,"M",4,"cdm","control_single",12,"1vs1","Y",1284
"160315_01",5,5.84,"M",4,"cdm","control_single",13,"2vs2","Y",1039
"160315_01",5,5.84,"M",4,"cdm","inference",14,"2vs1","Y",1015
"160315_01",5,5.84,"M",4,"cdm","control_single",15,"1vs1","Y",1328
"160315_01",5,5.84,"M",4,"cdm","control_double",16,"2vs1","Y",1054
"160315_01",5,5.84,"M",4,"cdm","inference",17,"2vs1","Y",1365
"160315_01",5,5.84,"M",4,"cdm","control_single",18,"2vs2","Y",846
"160315_02",5,5.28,"M",6,"cdm","practice",1,NA,"Y",1553
"160315_02",5,5.28,"M",6,"cdm","practice",2,NA,"Y",1724
"160315_02",5,5.28,"M",6,"cdm","control_single",3,"2vs2","Y",1667
"160315_02",5,5.28,"M",6,"cdm","inference",4,"2vs1","N",2402
"160315_02",5,5.28,"M",6,"cdm","control_double",5,"3vs1","Y",1729
"160315_02",5,5.28,"M",6,"cdm","control_single",6,"2vs2","Y",3035
"160315_02",5,5.28,"M",6,"cdm","inference",7,"2vs1","Y",1636
"160315_02",5,5.28,"M",6,"cdm","control_single",8,"2vs2","Y",1487
"160315_02",5,5.28,"M",6,"cdm","control_single",9,"2vs2","Y",1296
"160315_02",5,5.28,"M",6,"cdm","control_double",10,"2vs1","Y",1273
"160315_02",5,5.28,"M",6,"cdm","control_double",11,"3vs1","N",1391
"160315_02",5,5.28,"M",6,"cdm","control_single",12,"1vs1","Y",1523
"160315_02",5,5.28,"M",6,"cdm","control_single",13,"1vs1","Y",1590
"160315_02",5,5.28,"M",6,"cdm","inference",14,"3vs1","Y",1188
"160315_02",5,5.28,"M",6,"cdm","control_single",15,"1vs1","Y",1510
"160315_02",5,5.28,"M",6,"cdm","control_double",16,"2vs1","Y",1729
"160315_02",5,5.28,"M",6,"cdm","inference",17,"3vs1","Y",1160
"160315_02",5,5.28,"M",6,"cdm","control_single",18,"1vs1","Y",1418
"160316_01",2,2.81,"F",6,"cdm","practice",1,NA,"Y",6505
"160316_01",2,2.81,"F",6,"cdm","practice",2,NA,"Y",2853
"160316_01",2,2.81,"F",6,"cdm","control_single",3,"2vs2","Y",4640
"160316_01",2,2.81,"F",6,"cdm","inference",4,"3vs1","N",4616
"160316_01",2,2.81,"F",6,"cdm","control_double",5,"3vs1","Y",3508
"160316_01",2,2.81,"F",6,"cdm","control_single",6,"1vs1","Y",5924
"160316_01",2,2.81,"F",6,"cdm","inference",7,"3vs1","N",4026
"160316_01",2,2.81,"F",6,"cdm","control_single",8,"1vs1","Y",2679
"160316_01",2,2.81,"F",6,"cdm","control_single",9,"2vs2","Y",2964
"160316_01",2,2.81,"F",6,"cdm","control_double",10,"2vs1","Y",2121
"160316_01",2,2.81,"F",6,"cdm","control_double",11,"3vs1","Y",3000
"160316_01",2,2.81,"F",6,"cdm","control_single",12,"1vs1","Y",2399
"160316_01",2,2.81,"F",6,"cdm","control_single",13,"2vs2","Y",2844
"160316_01",2,2.81,"F",6,"cdm","inference",14,"2vs1","N",2891
"160316_01",2,2.81,"F",6,"cdm","control_single",15,"1vs1","Y",2392
"160316_01",2,2.81,"F",6,"cdm","control_double",16,"2vs1","Y",2115
"160316_01",2,2.81,"F",6,"cdm","inference",17,"2vs1","N",5060
"160316_01",2,2.81,"F",6,"cdm","control_single",18,"2vs2","Y",8162
"160316_2",NA,NA,NA,NA,NA,"practice",1,NA,"Y",1743
"160316_2",NA,NA,NA,NA,NA,"practice",2,NA,"Y",3222
"160316_2",NA,NA,NA,NA,NA,"control_single",3,"2vs2","Y",2187
"160316_2",NA,NA,NA,NA,NA,"inference",4,"2vs1","Y",6631
"160316_2",NA,NA,NA,NA,NA,"control_double",5,"3vs1","Y",2379
"160316_2",NA,NA,NA,NA,NA,"control_single",6,"2vs2","Y",5286
"160316_2",NA,NA,NA,NA,NA,"inference",7,"2vs1","N",14063
"160316_2",NA,NA,NA,NA,NA,"control_single",8,"2vs2","Y",11123
"160316_2",NA,NA,NA,NA,NA,"control_single",9,"2vs2","Y",2596
"160316_2",NA,NA,NA,NA,NA,"control_double",10,"2vs1","Y",4023
"160316_2",NA,NA,NA,NA,NA,"control_double",11,"3vs1","Y",4113
"160316_2",NA,NA,NA,NA,NA,"control_single",12,"1vs1","Y",2026
"160316_2",NA,NA,NA,NA,NA,"control_single",13,"1vs1","Y",1577
"160316_2",NA,NA,NA,NA,NA,"inference",14,"3vs1","Y",4425
"160316_2",NA,NA,NA,NA,NA,"control_single",15,"1vs1","Y",2936
"160316_2",NA,NA,NA,NA,NA,"control_double",16,"2vs1","Y",2025
"160316_2",NA,NA,NA,NA,NA,"inference",17,"3vs1","Y",2292
"160316_2",NA,NA,NA,NA,NA,"control_single",18,"1vs1","Y",1643
"160316_03",5,5.25,"M",5,"cdm","practice",1,NA,"Y",1956
"160316_03",5,5.25,"M",5,"cdm","practice",2,NA,"Y",1627
"160316_03",5,5.25,"M",5,"cdm","control_single",3,"2vs2","Y",1971
"160316_03",5,5.25,"M",5,"cdm","inference",4,"3vs1","Y",1313
"160316_03",5,5.25,"M",5,"cdm","control_double",5,"3vs1","Y",2627
"160316_03",5,5.25,"M",5,"cdm","control_single",6,"1vs1","Y",2410
"160316_03",5,5.25,"M",5,"cdm","inference",7,"3vs1","Y",2418
"160316_03",5,5.25,"M",5,"cdm","control_single",8,"1vs1","Y",2266
"160316_03",5,5.25,"M",5,"cdm","control_single",9,"2vs2","Y",2101
"160316_03",5,5.25,"M",5,"cdm","control_double",10,"2vs1","Y",1862
"160316_03",5,5.25,"M",5,"cdm","control_double",11,"3vs1","Y",2466
"160316_03",5,5.25,"M",5,"cdm","control_single",12,"1vs1","Y",3398
"160316_03",5,5.25,"M",5,"cdm","control_single",13,"2vs2","Y",1889
"160316_03",5,5.25,"M",5,"cdm","inference",14,"2vs1","Y",1746
"160316_03",5,5.25,"M",5,"cdm","control_single",15,"1vs1","Y",2486
"160316_03",5,5.25,"M",5,"cdm","control_double",16,"2vs1","Y",2808
"160316_03",5,5.25,"M",5,"cdm","inference",17,"2vs1","Y",1577
