subid,list,trial_num,word,pic1,pic2,trial_type,pic1type,pic2type,side_clicked,pic_clicked,correct,datetesting,time,rt
180124_test1,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/24/18,14:07,1779
180124_test1,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/24/18,14:07,2021
180124_test1,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/24/18,14:07,2424
180124_test1,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,R,elmo_orange,N,1/24/18,14:07,1881
180124_test1,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/24/18,14:07,1699
180124_test1,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,L,elmo_banana,Y,1/24/18,14:07,1427
180124_test1,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,L,grover_car,Y,1/24/18,14:07,1606
180124_test1,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,1/24/18,14:07,1376
180124_test1,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,L,bert_cat,Y,1/24/18,14:07,1557
180124_test1,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,L,bert_ball,Y,1/24/18,14:07,2022
180124_test1,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,L,bert_flower,Y,1/24/18,14:07,1345
180124_test1,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/24/18,14:07,1367
180124_test1,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/24/18,14:07,1771
180124_test1,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,R,bert_carrot,Y,1/24/18,14:07,1275
180124_test1,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,L,ernie_car,Y,1/24/18,14:07,1357
180124_test1,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/24/18,14:07,1113
180124_test1,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,1/24/18,14:07,1686
180124_test1,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,L,grover_ball,Y,1/24/18,14:07,1208
180124_test2,2,1,practice1_lion,practice1_cow,practice1_lion,practice,distractor,target,R,practice1_lion,Y,1/24/18,14:22,1405
180124_test2,2,2,practice2_rabbit,practice2_rabbit,practice2_monkey,practice,target,distractor,L,practice2_rabbit,Y,1/24/18,14:22,1056
180124_test2,2,3,grover_orange2,grover_apple2,grover_orange2,control_single,distractor,target,R,grover_orange2,Y,1/24/18,14:22,1288
180124_test2,2,4,bert_dog2,bert_cat2,bert_dog2,inference,distractor,target,R,bert_dog2,Y,1/24/18,14:22,1423
180124_test2,2,5,bert_car2,bert_car2,bert_bicycle2,control_double,target,distractor,L,bert_car2,Y,1/24/18,14:22,1260
180124_test2,2,6,bert_teddybear2,bert_flower2,bert_teddybear2,control_single,distractor,target,R,bert_teddybear2,Y,1/24/18,14:22,1325
180124_test2,2,7,grover_ball2,grover_ball2,grover_truck2,inference,target,distractor,L,grover_ball2,Y,1/24/18,14:22,1462
180124_test2,2,8,elmo_cat2,elmo_dog2,elmo_cat2,control_single,distractor,target,R,elmo_cat2,Y,1/24/18,14:22,1791
180124_test2,2,9,grover_car2,grover_car2,grover_bicycle2,control_single,target,distractor,L,grover_car2,Y,1/24/18,14:22,1981
180124_test2,2,10,grover_carrot2,grover_banana2,grover_carrot2,control_double,distractor,target,R,grover_carrot2,Y,1/24/18,14:22,1632
180124_test2,2,11,ernie_apple2,ernie_apple2,ernie_orange2,control_double,target,distractor,L,ernie_apple2,Y,1/24/18,14:22,1255
180124_test2,2,12,bert_banana2,bert_banana2,bert_carrot2,control_single,target,distractor,L,bert_banana2,Y,1/24/18,14:22,1326
180124_test2,2,13,bert_truck2,bert_ball2,bert_truck2,control_single,distractor,target,R,bert_truck2,Y,1/24/18,14:22,1399
180124_test2,2,14,grover_flower2,grover_teddybear2,grover_flower2,inference,distractor,target,R,grover_flower2,Y,1/24/18,14:22,2178
180124_test2,2,15,ernie_flower2,ernie_flower2,ernie_teddybear2,control_single,target,distractor,L,ernie_flower2,Y,1/24/18,14:22,1544
180124_test2,2,16,ernie_cat2,ernie_cat2,ernie_dog2,control_double,target,distractor,L,ernie_cat2,Y,1/24/18,14:22,1600
180124_test2,2,17,ernie_bicycle2,ernie_car2,ernie_bicycle2,inference,distractor,target,L,ernie_car2,N,1/24/18,14:22,1730
180124_test2,2,18,elmo_apple2,elmo_apple2,elmo_orange2,control_single,target,distractor,L,elmo_apple2,Y,1/24/18,14:22,1405
180125_1,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/25/18,11:13,5733
180125_1,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/25/18,11:13,3451
180125_1c,2,2,practice2_rabbit,practice2_rabbit,practice2_monkey,practice,target,distractor,L,practice2_rabbit,Y,1/25/18,11:16,6730
180125_1c,2,3,grover_orange2,grover_apple2,grover_orange2,control_single,distractor,target,L,grover_apple2,N,1/25/18,11:16,8532
180125_1c,2,1,practice1_lion,practice1_cow,practice1_lion,practice,distractor,target,R,practice1_lion,Y,1/25/18,11:16,3877
180125_test2,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/25/18,11:22,3025
180125_test2,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/25/18,11:22,1578
180125_test2,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/25/18,11:22,1539
180125_test2,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,L,elmo_apple,Y,1/25/18,11:22,1565
180125_test2,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/25/18,11:22,1401
180125_test2,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,L,elmo_banana,Y,1/25/18,11:22,1231
180125_test2,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,L,grover_car,Y,1/25/18,11:22,1639
180125_test2,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,1/25/18,11:22,1071
180125_test2,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,L,bert_cat,Y,1/25/18,11:22,2215
180125_test2,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,L,bert_ball,Y,1/25/18,11:22,1005
180125_test2,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,L,bert_flower,Y,1/25/18,11:22,1726
180125_test2,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/25/18,11:22,1204
180125_test2,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/25/18,11:22,1189
180125_test2,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,R,bert_carrot,Y,1/25/18,11:22,1722
180125_test2,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,L,ernie_car,Y,1/25/18,11:22,1199
180125_test2,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/25/18,11:22,1760
180125_test2,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,1/25/18,11:22,1804
180125_test2,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,L,grover_ball,Y,1/25/18,11:22,1507
180125_2,2,1,practice1_lion,practice1_cow,practice1_lion,practice,distractor,target,R,practice1_lion,Y,1/25/18,11:29,5269
180125_2,2,2,practice2_rabbit,practice2_rabbit,practice2_monkey,practice,target,distractor,L,practice2_rabbit,Y,1/25/18,11:29,2840
180125_2,2,3,grover_orange2,grover_apple2,grover_orange2,control_single,distractor,target,R,grover_orange2,Y,1/25/18,11:29,1501
180125_2,2,4,bert_dog2,bert_cat2,bert_dog2,inference,distractor,target,L,bert_cat2,N,1/25/18,11:29,4322
180125_2,2,5,bert_car2,bert_car2,bert_bicycle2,control_double,target,distractor,L,bert_car2,Y,1/25/18,11:29,1525
180125_2,2,6,bert_teddybear2,bert_flower2,bert_teddybear2,control_single,distractor,target,R,bert_teddybear2,Y,1/25/18,11:29,2065
180125_2,2,7,grover_ball2,grover_ball2,grover_truck2,inference,target,distractor,L,grover_ball2,Y,1/25/18,11:29,1880
180125_2,2,8,elmo_cat2,elmo_dog2,elmo_cat2,control_single,distractor,target,R,elmo_cat2,Y,1/25/18,11:29,2242
180125_2,2,9,grover_car2,grover_car2,grover_bicycle2,control_single,target,distractor,L,grover_car2,Y,1/25/18,11:29,1513
180125_2,2,10,grover_carrot2,grover_banana2,grover_carrot2,control_double,distractor,target,R,grover_carrot2,Y,1/25/18,11:29,1296
180125_2,2,11,ernie_apple2,ernie_apple2,ernie_orange2,control_double,target,distractor,L,ernie_apple2,Y,1/25/18,11:29,2297
180125_2,2,12,bert_banana2,bert_banana2,bert_carrot2,control_single,target,distractor,L,bert_banana2,Y,1/25/18,11:29,1506
180125_2,2,13,bert_truck2,bert_ball2,bert_truck2,control_single,distractor,target,R,bert_truck2,Y,1/25/18,11:29,1836
180125_2,2,14,grover_flower2,grover_teddybear2,grover_flower2,inference,distractor,target,R,grover_flower2,Y,1/25/18,11:29,1534
180125_2,2,15,ernie_flower2,ernie_flower2,ernie_teddybear2,control_single,target,distractor,L,ernie_flower2,Y,1/25/18,11:29,1469
180125_2,2,16,ernie_cat2,ernie_cat2,ernie_dog2,control_double,target,distractor,L,ernie_cat2,Y,1/25/18,11:29,2078
180125_2,2,17,ernie_bicycle2,ernie_car2,ernie_bicycle2,inference,distractor,target,R,ernie_bicycle2,Y,1/25/18,11:29,1372
180125_2,2,18,elmo_apple2,elmo_apple2,elmo_orange2,control_single,target,distractor,L,elmo_apple2,Y,1/25/18,11:29,1239
180125_3,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/25/18,12:19,6871
180125_3,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/25/18,12:19,2795
180125_3,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/25/18,12:19,3691
180125_3,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,R,elmo_orange,N,1/25/18,12:19,3652
180125_3,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/25/18,12:19,3511
180125_3,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,L,elmo_banana,Y,1/25/18,12:19,2632
180125_3,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,L,grover_car,Y,1/25/18,12:19,3590
180125_3,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,L,ernie_apple,N,1/25/18,12:19,4113
180125_3,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,R,bert_dog,N,1/25/18,12:19,2998
180125_3,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,L,bert_ball,Y,1/25/18,12:19,5828
180125_3,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,L,bert_flower,Y,1/25/18,12:19,2927
180125_3,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/25/18,12:19,2474
180125_3,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/25/18,12:19,3297
180125_3,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,L,bert_banana,N,1/25/18,12:19,3338
180125_3,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,L,ernie_car,Y,1/25/18,12:19,4334
180125_3,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/25/18,12:19,2556
180125_3,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,1/25/18,12:19,3084
180125_3,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,L,grover_ball,Y,1/25/18,12:19,3185
180125_4,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,R,practice1_lion,N,1/25/18,12:30,5293
180125_4,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/25/18,12:30,1771
180125_4,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/25/18,12:30,4309
180125_4,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,L,elmo_apple,Y,1/25/18,12:30,5604
180125_4,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/25/18,12:30,5161
180125_4,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,L,elmo_banana,Y,1/25/18,12:30,4523
180125_4,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,R,grover_bicycle,N,1/25/18,12:30,5299
180125_4,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,1/25/18,12:30,3790
180125_4,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,L,bert_cat,Y,1/25/18,12:30,6471
180125_4,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,R,bert_truck,N,1/25/18,12:30,3428
180125_4,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,R,bert_teddybear,N,1/25/18,12:30,4493
180125_4,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/25/18,12:30,6432
180125_4,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/25/18,12:30,5968
180125_4,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,R,bert_carrot,Y,1/25/18,12:30,3307
180125_4,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,R,ernie_bicycle,N,1/25/18,12:30,3568
180125_4,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/25/18,12:30,5028
180125_4,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,1/25/18,12:30,5578
180125_4,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,R,grover_truck,N,1/25/18,12:30,4483
180125_5,2,1,practice1_lion,practice1_cow,practice1_lion,practice,distractor,target,R,practice1_lion,Y,1/25/18,13:25,3203
180125_5,2,2,practice2_rabbit,practice2_rabbit,practice2_monkey,practice,target,distractor,L,practice2_rabbit,Y,1/25/18,13:25,3424
180125_5,2,3,grover_orange2,grover_apple2,grover_orange2,control_single,distractor,target,R,grover_orange2,Y,1/25/18,13:25,3456
180125_5,2,4,bert_dog2,bert_cat2,bert_dog2,inference,distractor,target,R,bert_dog2,Y,1/25/18,13:25,5304
180125_5,2,5,bert_car2,bert_car2,bert_bicycle2,control_double,target,distractor,L,bert_car2,Y,1/25/18,13:25,5139
180125_5,2,6,bert_teddybear2,bert_flower2,bert_teddybear2,control_single,distractor,target,R,bert_teddybear2,Y,1/25/18,13:25,4374
180125_5,2,7,grover_ball2,grover_ball2,grover_truck2,inference,target,distractor,L,grover_ball2,Y,1/25/18,13:25,3712
180125_5,2,8,elmo_cat2,elmo_dog2,elmo_cat2,control_single,distractor,target,R,elmo_cat2,Y,1/25/18,13:25,3191
180125_5,2,9,grover_car2,grover_car2,grover_bicycle2,control_single,target,distractor,L,grover_car2,Y,1/25/18,13:25,2836
180125_5,2,10,grover_carrot2,grover_banana2,grover_carrot2,control_double,distractor,target,R,grover_carrot2,Y,1/25/18,13:25,2915
180125_5,2,11,ernie_apple2,ernie_apple2,ernie_orange2,control_double,target,distractor,L,ernie_apple2,Y,1/25/18,13:25,2587
180125_5,2,12,bert_banana2,bert_banana2,bert_carrot2,control_single,target,distractor,L,bert_banana2,Y,1/25/18,13:25,2916
180125_5,2,13,bert_truck2,bert_ball2,bert_truck2,control_single,distractor,target,R,bert_truck2,Y,1/25/18,13:25,4523
180125_5,2,14,grover_flower2,grover_teddybear2,grover_flower2,inference,distractor,target,R,grover_flower2,Y,1/25/18,13:25,2662
180125_5,2,15,ernie_flower2,ernie_flower2,ernie_teddybear2,control_single,target,distractor,L,ernie_flower2,Y,1/25/18,13:25,3313
180125_5,2,16,ernie_cat2,ernie_cat2,ernie_dog2,control_double,target,distractor,L,ernie_cat2,Y,1/25/18,13:25,3506
180125_5,2,17,ernie_bicycle2,ernie_car2,ernie_bicycle2,inference,distractor,target,R,ernie_bicycle2,Y,1/25/18,13:25,3278
180125_5,2,18,elmo_apple2,elmo_apple2,elmo_orange2,control_single,target,distractor,L,elmo_apple2,Y,1/25/18,13:25,2811
180126_1,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/26/18,10:12,7588
180126_1,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/26/18,10:12,2866
180126_1,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/26/18,10:12,3735
180126_1,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,R,elmo_orange,N,1/26/18,10:12,4549
180126_1,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/26/18,10:12,2992
180126_1,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,R,elmo_carrot,N,1/26/18,10:12,4131
180126_1,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,L,grover_car,Y,1/26/18,10:12,4573
180126_1,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,1/26/18,10:12,11368
180126_1,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,L,bert_cat,Y,1/26/18,10:12,3362
180126_1,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,L,bert_ball,Y,1/26/18,10:12,3219
180126_1,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,R,bert_teddybear,N,1/26/18,10:12,669
180126_1,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/26/18,10:12,6473
180126_1,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/26/18,10:12,9604
180126_1,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,L,bert_banana,N,1/26/18,10:12,3665
180126_1,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,L,ernie_car,Y,1/26/18,10:12,5207
180126_1,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/26/18,10:12,4535
180126_1,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,1/26/18,10:12,6348
180126_1,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,R,grover_truck,N,1/26/18,10:12,3510
180126_1,2,1,practice1_lion,practice1_cow,practice1_lion,practice,distractor,target,R,practice1_lion,Y,1/26/18,10:45,3297
180126_1,2,2,practice2_rabbit,practice2_rabbit,practice2_monkey,practice,target,distractor,L,practice2_rabbit,Y,1/26/18,10:45,586
180126_1,2,3,grover_orange2,grover_apple2,grover_orange2,control_single,distractor,target,R,grover_orange2,Y,1/26/18,10:45,3675
180126_1,2,4,bert_dog2,bert_cat2,bert_dog2,inference,distractor,target,R,bert_dog2,Y,1/26/18,10:45,2989
180126_1,2,5,bert_car2,bert_car2,bert_bicycle2,control_double,target,distractor,L,bert_car2,Y,1/26/18,10:45,3329
180126_1,2,6,bert_teddybear2,bert_flower2,bert_teddybear2,control_single,distractor,target,R,bert_teddybear2,Y,1/26/18,10:45,1692
180126_1,2,7,grover_ball2,grover_ball2,grover_truck2,inference,target,distractor,R,grover_truck2,N,1/26/18,10:45,2888
180126_1,2,8,elmo_cat2,elmo_dog2,elmo_cat2,control_single,distractor,target,R,elmo_cat2,Y,1/26/18,10:45,2937
180126_3,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,R,practice1_lion,N,1/26/18,11:05,9435
180126_3,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/26/18,11:05,6112
180126_3,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/26/18,11:05,9554
180126_3,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,R,elmo_orange,N,1/26/18,11:05,7028
180126_3,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/26/18,11:05,8938
180126_3,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,R,elmo_carrot,N,1/26/18,11:05,3170
180126_3,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,R,grover_bicycle,N,1/26/18,11:05,19448
180126_3,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,1/26/18,11:05,5124
180126_3,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,R,bert_dog,N,1/26/18,11:05,3749
180126_3,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,R,bert_truck,N,1/26/18,11:05,3558
180126_3,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,R,bert_teddybear,N,1/26/18,11:05,10785
180126_3,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/26/18,11:05,2977
180126_3,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/26/18,11:05,7264
180126_3,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,R,bert_carrot,Y,1/26/18,11:05,13539
180126_3,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,R,ernie_bicycle,N,1/26/18,11:05,5235
180126_3,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/26/18,11:05,7441
180126_3,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,L,ernie_flower,N,1/26/18,11:05,5687
180126_3,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,R,grover_truck,N,1/26/18,11:05,6398
180126_4,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/26/18,13:41,3965
180126_4,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,1/26/18,13:41,3376
180126_4,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,1/26/18,13:41,3474
180126_4,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,L,elmo_apple,Y,1/26/18,13:41,4266
180126_4,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,1/26/18,13:41,1863
180126_4,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,L,elmo_banana,Y,1/26/18,13:41,2561
180126_4,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,L,grover_car,Y,1/26/18,13:41,1459
180126_4,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,1/26/18,13:41,2176
180126_4,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,L,bert_cat,Y,1/26/18,13:41,2244
180126_4,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,L,bert_ball,Y,1/26/18,13:41,2184
180126_4,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,L,bert_flower,Y,1/26/18,13:41,3191
180126_4,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,1/26/18,13:41,1715
180126_4,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,1/26/18,13:41,2763
180126_4,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,R,bert_carrot,Y,1/26/18,13:41,2019
180126_4,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,L,ernie_car,Y,1/26/18,13:41,1547
180126_4,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,1/26/18,13:41,1645
180126_4,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,1/26/18,13:41,2017
180126_4,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,L,grover_ball,Y,1/26/18,13:41,1402
Test,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,1/31/18,10:24,2493
180201_1,1,1,practice1_cow,practice1_cow,practice1_lion,practice,target,distractor,L,practice1_cow,Y,2/1/18,10:20,2763
180201_1,1,2,practice2_monkey,practice2_rabbit,practice2_monkey,practice,distractor,target,R,practice2_monkey,Y,2/1/18,10:20,1807
180201_1,1,3,elmo_teddybear,elmo_flower,elmo_teddybear,control_single,distractor,target,R,elmo_teddybear,Y,2/1/18,10:20,1917
180201_1,1,4,elmo_apple,elmo_apple,elmo_orange,inference,target,distractor,R,elmo_orange,N,2/1/18,10:20,1670
180201_1,1,5,grover_dog,grover_cat,grover_dog,control_double,distractor,target,R,grover_dog,Y,2/1/18,10:20,2584
180201_1,1,6,elmo_banana,elmo_banana,elmo_carrot,control_single,target,distractor,L,elmo_banana,Y,2/1/18,10:20,1959
180201_1,1,7,grover_car,grover_car,grover_bicycle,inference,target,distractor,R,grover_bicycle,N,2/1/18,10:20,1779
180201_1,1,8,ernie_orange,ernie_apple,ernie_orange,control_single,distractor,target,R,ernie_orange,Y,2/1/18,10:20,1803
180201_1,1,9,bert_cat,bert_cat,bert_dog,control_single,target,distractor,L,bert_cat,Y,2/1/18,10:20,2725
180201_1,1,10,bert_ball,bert_ball,bert_truck,control_double,target,distractor,L,bert_ball,Y,2/1/18,10:20,1992
180201_1,1,11,bert_flower,bert_flower,bert_teddybear,control_double,target,distractor,L,bert_flower,Y,2/1/18,10:20,2001
180201_1,1,12,elmo_truck,elmo_ball,elmo_truck,control_single,distractor,target,R,elmo_truck,Y,2/1/18,10:20,1989
180201_1,1,13,bert_bicycle,bert_car,bert_bicycle,control_single,distractor,target,R,bert_bicycle,Y,2/1/18,10:20,442
180201_1,1,14,bert_carrot,bert_banana,bert_carrot,inference,distractor,target,R,bert_carrot,Y,2/1/18,10:20,3843
180201_1,1,15,ernie_car,ernie_car,ernie_bicycle,control_single,target,distractor,R,ernie_bicycle,N,2/1/18,10:20,3117
180201_1,1,16,grover_orange,grover_apple,grover_orange,control_double,distractor,target,R,grover_orange,Y,2/1/18,10:20,1631
180201_1,1,17,ernie_teddybear,ernie_flower,ernie_teddybear,inference,distractor,target,R,ernie_teddybear,Y,2/1/18,10:20,1824
180201_1,1,18,grover_ball,grover_ball,grover_truck,control_single,target,distractor,L,grover_ball,Y,2/1/18,10:20,2402
180201_2,2,1,practice1_lion,practice1_cow,practice1_lion,practice,distractor,target,L,practice1_cow,N,2/1/18,10:58,6326
